iter	Logloss
0	0.5083493821
1	0.3646876046
2	0.2805956684
3	0.2085871274
4	0.1620036642
5	0.1299142269
6	0.1071035198
7	0.09207338692
8	0.08027137242
9	0.07148002639
10	0.06510583304
11	0.06033989341
12	0.05641155288
13	0.05346764178
14	0.05111822072
15	0.04889140467
16	0.04639946883
17	0.04509580225
18	0.0438443883
19	0.0428681276
20	0.04149539501
21	0.04084105913
22	0.03981814169
23	0.0393412521
24	0.03886800691
25	0.03829966178
26	0.03774378531
27	0.03727672399
28	0.03689354469
29	0.03668099492
30	0.03650231953
31	0.03620889403
32	0.03594540134
33	0.0357235255
34	0.03560934626
35	0.0354385798
36	0.03528162488
37	0.03511519429
38	0.03501600854
39	0.03489778877
40	0.03480708985
41	0.03468556057
42	0.03457476719
43	0.0344824147
44	0.03442362268
45	0.03435614777
46	0.03425612429
47	0.03418370569
48	0.03409699263
49	0.03405376832
50	0.03399647208
51	0.03394480703
52	0.03387285778
53	0.03381340848
54	0.03376828668
55	0.03369710623
56	0.03365724639
57	0.0335871027
58	0.03351725627
59	0.03346274223
60	0.03343414932
61	0.03337933607
62	0.03331396063
63	0.03326934168
64	0.03324538987
65	0.03321896694
66	0.03318413699
67	0.03314478427
68	0.03310813076
69	0.03307080741
70	0.03303828791
71	0.03301387589
72	0.03297279819
73	0.03294013192
74	0.03290921214
75	0.03288365122
76	0.03286414849
77	0.03283040304
78	0.03278053294
79	0.03274611363
80	0.03270953703
81	0.03266958661
82	0.03264119345
83	0.03261028176
84	0.03259546113
85	0.03257253394
86	0.03255517341
87	0.03251993517
88	0.0324874087
89	0.0324539061
90	0.03242091376
91	0.03239570987
92	0.03235451
93	0.03233006549
94	0.03229908174
95	0.03227129491
96	0.03224876493
97	0.03221886308
98	0.03219025754
99	0.0321541982
100	0.03213458498
101	0.032113044
102	0.03209317439
103	0.03206775673
104	0.03204378202
105	0.03201366341
106	0.03200442527
107	0.03197907479
108	0.03195698669
109	0.03194943486
110	0.03191854458
111	0.03189451641
112	0.03186926389
113	0.03184424031
114	0.0318311665
115	0.03181359537
116	0.03179399798
117	0.03176982989
118	0.03175458282
119	0.03173282083
120	0.03169818882
121	0.03168055218
122	0.03166309437
123	0.03164765704
124	0.03161854171
125	0.03159693768
126	0.03158326535
127	0.03155793745
128	0.03153339811
129	0.03152556713
130	0.03151260031
131	0.03150058872
132	0.03148494377
133	0.03146459076
134	0.03145271036
135	0.03143919455
136	0.03142828811
137	0.03141854215
138	0.03140917517
139	0.03138799512
140	0.03136694557
141	0.0313469181
142	0.03133249009
143	0.03132277782
144	0.03131268015
145	0.03130102988
146	0.03128190011
147	0.0312741158
148	0.03126763946
149	0.03124672196
150	0.03123655376
151	0.03122395268
152	0.03121756656
153	0.03121051845
154	0.03119626048
155	0.03118531668
156	0.03117599581
157	0.03117012539
158	0.03116614481
159	0.03115130813
160	0.031134841
161	0.0311302066
162	0.0311195951
163	0.03110792973
164	0.03109952682
165	0.0310883298
166	0.03107126579
167	0.0310635648
168	0.03105523783
169	0.03103071152
170	0.03101843971
171	0.03100746192
172	0.03100357522
173	0.0309767633
174	0.03095583631
175	0.03092834828
176	0.03091477145
177	0.03089808772
178	0.03089031737
179	0.03088037123
180	0.03086484272
181	0.03085552173
182	0.03084809614
183	0.03082962478
184	0.03082005003
185	0.03079858027
186	0.03077350941
187	0.03076676828
188	0.03075386758
189	0.03074780937
190	0.03073196688
191	0.03072405981
192	0.03071168729
193	0.03070021717
194	0.03068586
195	0.03067104243
196	0.03066004832
197	0.03064835505
198	0.03064102765
199	0.03063654183
200	0.0306143371
201	0.03059361163
202	0.03058368492
203	0.03056932694
204	0.03055725431
205	0.03054695945
206	0.0305386422
207	0.03052961392
208	0.03052292498
209	0.03050983653
210	0.03050058315
211	0.03048457479
212	0.03046869296
213	0.03045738408
214	0.03044935121
215	0.03043824756
216	0.03041223388
217	0.03039853353
218	0.03039074987
219	0.03038159286
220	0.0303710786
221	0.03036064509
222	0.03035157363
223	0.0303431028
224	0.03031292505
225	0.03030344761
226	0.03029354819
227	0.0302893413
228	0.03027017151
229	0.03026505224
230	0.03026003948
231	0.03024657853
232	0.03023940322
233	0.03023572403
234	0.03022589588
235	0.03021799702
236	0.03020950287
237	0.03020364006
238	0.030186856
239	0.0301769425
240	0.03016921881
241	0.03016356985
242	0.03015238158
243	0.03014621836
244	0.03013657428
245	0.03012939041
246	0.03012608066
247	0.03011173996
248	0.03010594984
249	0.03008828394
250	0.03007614578
251	0.0300561062
252	0.03004652634
