iter	Passed	Remaining
443	37329	46746
444	37423	46674
445	37435	46500
446	37457	46339
447	37468	46166
448	37485	46001
449	37497	45830
450	37506	45656
451	37578	45560
452	37602	45405
453	37613	45235
454	37624	45066
455	37636	44899
456	37694	44787
457	37709	44625
458	37736	44478
459	37749	44314
460	37827	44228
461	37843	44068
462	37934	43997
463	37985	43880
464	38132	43872
465	38311	43902
466	38369	43792
467	38381	43629
468	38404	43481
469	38462	43372
470	38515	43258
471	38622	43204
472	38740	43162
473	38761	43013
474	38788	42871
475	38968	42898
476	38979	42739
477	39012	42603
478	39078	42505
479	39157	42420
480	39315	42421
481	39435	42380
482	39613	42402
483	39844	42478
484	39928	42397
485	40125	42436
486	40194	42340
487	40305	42287
488	40583	42409
489	40630	42288
490	40711	42203
491	40818	42145
492	40827	41986
493	40915	41909
494	41010	41839
495	41050	41712
496	41230	41727
497	41380	41712
498	41520	41686
499	41647	41647
500	41655	41489
501	41802	41469
502	41815	41316
503	41982	41316
504	42076	41243
505	42083	41085
506	42142	40978
507	42164	40836
508	42295	40800
509	42318	40658
510	42490	40661
511	42639	40640
512	42694	40530
513	42775	40445
514	42954	40452
515	43078	40407
516	43131	40295
517	43229	40225
518	43303	40133
519	43407	40068
520	43607	40092
521	43615	39938
522	43801	39948
523	43898	39877
524	43961	39774
525	44079	39722
526	44087	39570
527	44137	39456
528	44181	39337
529	44192	39189
530	44264	39096
531	44496	39143
532	44672	39141
533	44775	39073
534	44840	38973
535	44974	38933
536	45114	38897
537	45483	39057
538	45507	38922
539	45715	38943
540	45831	38884
541	45857	38750
542	45872	38607
543	46007	38564
544	46092	38480
545	46179	38398
546	46401	38427
547	46413	38282
548	46479	38182
549	46659	38175
550	46791	38129
551	46861	38032
552	46946	37947
553	47059	37885
554	47295	37921
555	47452	37893
556	47572	37835
557	47796	37860
558	47930	37812
559	48173	37850
560	48347	37833
561	48499	37798
562	48609	37730
563	48677	37630
564	48838	37601
565	49092	37643
566	49177	37555
567	49349	37533
568	49455	37461
569	49630	37440
570	49776	37397
571	49868	37314
572	49927	37206
573	50098	37180
574	50258	37147
575	50316	37038
576	50375	36930
577	50629	36964
578	50707	36870
579	50819	36800
580	50878	36692
581	50888	36548
582	50896	36404
583	50902	36259
584	50929	36129
585	50957	36001
586	50970	35861
587	50977	35718
588	50993	35583
589	51130	35531
590	51311	35510
591	51357	35395
592	51590	35408
593	51684	35326
594	51845	35289
595	51945	35211
596	52056	35140
597	52140	35051
598	52330	35032
599	52474	34982
600	52529	34873
601	52647	34806
602	52740	34722
603	52907	34687
604	53054	34638
605	53214	34598
606	53306	34513
607	53583	34546
608	53657	34449
609	53683	34322
610	53697	34187
611	53863	34148
612	53979	34078
613	54146	34039
614	54233	33950
615	54376	33897
616	54572	33875
617	54608	33754
618	54669	33649
619	54677	33512
620	54686	33375
621	54696	33239
622	54712	33108
623	54805	33023
624	54817	32890
625	54945	32826
626	55099	32778
627	55157	32672
628	55167	32538
629	55179	32407
630	55191	32275
631	55197	32140
632	55203	32005
633	55211	31872
634	55232	31747
635	55241	31616
636	55255	31488
637	55282	31367
638	55291	31236
639	55306	31109
640	55313	30979
641	55325	30851
642	55334	30722
643	55347	30595
644	55409	30496
645	55478	30401
646	55633	30353
647	55893	30362
648	55931	30249
649	56050	30180
650	56065	30056
651	56081	29933
652	56090	29806
653	56097	29678
654	56176	29589
655	56256	29500
656	56444	29467
657	56460	29345
658	56480	29226
659	56502	29107
660	56660	29058
661	56841	29021
662	56931	28938
663	56949	28817
664	56961	28694
665	57076	28623
666	57175	28544
667	57183	28420
668	57194	28297
669	57279	28212
670	57390	28139
671	57443	28037
672	57506	27941
673	57560	27840
674	57579	27723
675	57585	27600
676	57630	27495
677	57642	27375
678	57689	27272
679	57779	27190
680	57975	27157
681	58162	27119
682	58225	27024
683	58384	26972
684	58477	26891
685	58488	26771
686	58505	26655
687	58522	26539
688	58530	26419
689	58543	26301
690	58553	26183
691	58563	26065
692	58579	25950
693	58598	25837
694	58611	25721
695	58623	25605
696	58629	25487
697	58635	25369
698	58643	25252
699	58731	25170
700	58800	25080
701	58823	24970
702	58836	24856
703	58895	24762
704	58907	24649
705	59006	24572
706	59162	24518
707	59255	24438
708	59409	24383
709	59495	24300
710	59621	24234
711	59730	24160
712	59834	24084
713	60005	24035
714	60143	23973
715	60174	23868
716	60325	23810
717	60419	23730
718	60463	23630
719	60493	23525
720	60739	23503
721	60879	23441
722	60928	23343
723	60982	23247
724	61040	23153
725	61120	23067
726	61161	22967
727	61180	22858
728	61191	22747
729	61331	22684
730	61388	22590
731	61496	22515
732	61561	22424
733	61643	22339
734	61728	22255
735	61859	22188
736	61926	22098
737	62098	22045
738	62198	21967
739	62284	21883
740	62388	21806
741	62568	21755
742	62669	21677
743	62809	21612
744	62992	21561
745	63192	21515
746	63486	21502
747	63630	21437
748	63856	21399
749	63966	21322
750	64192	21283
751	64288	21201
752	64452	21141
753	64569	21066
754	64599	20962
755	64727	20890
756	64842	20814
757	64883	20714
758	64945	20621
759	64967	20515
760	65003	20415
761	65046	20316
762	65110	20224
763	65123	20116
764	65217	20034
765	65229	19926
766	65378	19860
767	65389	19753
768	65465	19665
769	65591	19592
770	65654	19500
771	65661	19392
772	65669	19284
773	65678	19177
774	65700	19074
775	65723	18971
776	65746	18869
777	65790	18773
778	65802	18668
779	65831	18567
780	65841	18462
781	65906	18373
782	66007	18293
783	66016	18188
784	66029	18084
785	66149	18010
786	66201	17917
787	66207	17812
788	66254	17718
789	66330	17632
790	66462	17561
791	66482	17460
792	66599	17384
793	66733	17313
794	66798	17224
795	66897	17144
796	66939	17049
797	66991	16957
798	67128	16887
799	67176	16794
800	67210	16697
801	67314	16618
802	67325	16517
803	67399	16430
804	67405	16328
805	67498	16246
806	67509	16145
807	67574	16057
808	67692	15981
809	67748	15891
810	67805	15801
811	67889	15718
812	67952	15629
813	67961	15529
814	67972	15429
815	68027	15339
816	68085	15250
817	68177	15169
818	68225	15077
819	68234	14978
820	68333	14898
821	68358	14802
822	68447	14720
823	68456	14621
824	68469	14523
825	68477	14425
826	68485	14326
827	68493	14228
828	68504	14130
829	68513	14032
830	68521	13935
831	68531	13838
832	68545	13742
833	68551	13644
834	68562	13548
835	68566	13450
836	68575	13354
837	68592	13260
838	68598	13163
839	68609	13068
840	68619	12973
841	68628	12877
842	68633	12782
843	68657	12690
844	68683	12598
845	68716	12508
846	68721	12413
847	68736	12320
848	68741	12226
849	68746	12131
850	68761	12039
851	68769	11945
852	68777	11852
853	68790	11760
854	68825	11672
855	68832	11579
856	68839	11486
857	68867	11397
858	68875	11305
859	68886	11214
860	68894	11122
861	68899	11030
862	68908	10939
863	68937	10851
864	68944	10760
865	68949	10668
866	68956	10578
867	68960	10487
868	68969	10396
869	68980	10307
870	68986	10217
871	68993	10127
872	68998	10037
873	69002	9947
874	69012	9858
875	69020	9770
876	69027	9681
877	69032	9592
878	69038	9503
879	69043	9414
880	69048	9326
881	69053	9238
882	69059	9150
883	69065	9062
884	69071	8975
885	69076	8887
886	69082	8800
887	69088	8713
888	69092	8626
889	69096	8540
890	69102	8453
891	69107	8367
892	69110	8280
893	69115	8194
894	69118	8108
895	69121	8022
896	69124	7937
897	69127	7851
898	69130	7766
899	69134	7681
900	69136	7596
901	69139	7511
902	69142	7427
903	69146	7342
904	69149	7258
905	69152	7174
906	69155	7090
907	69158	7007
908	69160	6923
909	69164	6840
910	69167	6757
911	69170	6674
912	69173	6591
913	69176	6508
914	69180	6426
915	69185	6344
916	69188	6262
917	69191	6180
918	69194	6098
919	69197	6017
920	69200	5935
921	69203	5854
922	69206	5773
923	69209	5692
924	69212	5611
925	69216	5531
926	69219	5450
927	69222	5370
928	69225	5290
929	69229	5210
930	69232	5131
931	69235	5051
932	69237	4972
933	69240	4892
934	69243	4813
935	69246	4734
936	69249	4656
937	69252	4577
938	69255	4499
939	69258	4420
940	69262	4342
941	69265	4264
942	69268	4186
943	69270	4109
944	69273	4031
945	69278	3954
946	69281	3877
947	69284	3800
948	69288	3723
949	69290	3646
950	69294	3570
951	69297	3493
952	69300	3417
953	69303	3341
954	69305	3265
955	69310	3190
956	69315	3114
957	69319	3039
958	69323	2963
959	69327	2888
960	69331	2813
961	69334	2738
962	69337	2664
963	69340	2589
964	69344	2515
965	69346	2440
966	69349	2366
967	69352	2292
968	69355	2218
969	69358	2145
970	69361	2071
971	69365	1998
972	69368	1924
973	69371	1851
974	69377	1778
975	69380	1706
976	69384	1633
977	69387	1560
978	69390	1488
979	69393	1416
980	69395	1344
981	69398	1272
982	69401	1200
983	69404	1128
984	69409	1056
985	69413	985
986	69415	914
987	69418	843
988	69421	772
989	69424	701
990	69428	630
991	69431	559
992	69434	489
993	69436	419
994	69441	348
995	69444	278
996	69446	208
997	69449	139
998	69452	69
999	69455	0
998	68848	68
999	68861	0
