iter	Logloss
0	0.6162582764
1	0.549584395
2	0.4939047934
3	0.4424069498
4	0.3941942099
5	0.3559326549
6	0.3221300243
7	0.2919760659
8	0.2707530935
9	0.2463941195
10	0.226345785
11	0.2054964166
12	0.1876637721
13	0.1735982658
14	0.1604107897
15	0.1503448158
16	0.1395010574
17	0.1299017455
18	0.1222331067
19	0.1135946431
20	0.1064053986
21	0.1008829241
222	0.09801002312223	0.09274032902
24	0.08750852467
25	0.08388136141
26	0.07976751879
27	0.0763453722
28	0.07323081321
29	0.07038675881
30	0.06732919972
31	0.0645740254
32	0.06276074903
33	0.06131882103
34	0.05999841323
35	0.05855672033
36	0.05662916827
37	0.05499924135
38	0.05385598673
39	0.05280991898
40	0.05167583431
41	0.05072970885
42	0.04968461664
43	0.04909050711
44	0.04805191087
45	0.04739835005
46	0.04680983804
47	0.04600420689
48	0.04547433529
49	0.04482232992
50	0.04437804486
51	0.04390405547
52	0.04350322171
53	0.04321675243
54	0.04270212248
55	0.0422479832
56	0.04179001428
57	0.04147555033
58	0.04116999198
59	0.04079850215
60	0.04064321105
61	0.04042635911
62	0.04012212151
63	0.03991085227
64	0.03960171974
65	0.03942584685
66	0.03927164826
67	0.03910116003
68	0.03883158223
69	0.03851356275
70	0.03832590355
71	0.03817975629
72	0.03789471605
73	0.03778526251
74	0.03755101732
75	0.03737366408
76	0.03725509044
77	0.03713971251
78	0.0370576245
79	0.03687050386
80	0.03681837104
81	0.03672754486
82	0.0365767983	0.03615888649
84	0.03604380212
85	0.03599369091
86	0.03591080496
87	0.03583495079
88	0.03575792462
89	0.03567417511
90	0.03556079325
91	0.0354988469
92	0.03543828796
93	0.03540367614
94	0.03534612011
95	0.03527837955
96	0.03522534928
97	0.03517930566
98	0.03514494949
99	0.03508680191
100	0.03502936654
101	0.03498964104
102	0.0349433835
103	0.03489106555
104	0.0348322205
105	0.03480486967
106	0.03476511429
107	0.03471725255
108	0.03469246619
109	0.0346316015
110	0.03458669637
111	0.0345554298
112	0.03453474977
113	0.03451716533
114	0.03449718771
115	0.03445131317
116	0.03443618991
117	0.03441824708
118	0.03440149385
119	0.03438664588
120	0.03436531803
121	0.03433830125
122	0.03432621837
123	0.03431483915
124	0.03429427544
125	0.03428077861
126	0.03426973625
127	0.03425106579
128	0.03421613502
129	0.03418582796
130	0.03417595705
131	0.03415528689
132	0.03414374285
133	0.0341292543
134	0.03409747892
135	0.03407652217
136	0.0340636089
137	0.0340556304
138	0.03404522525
139	0.0340283416
140	0.03401757524
141	0.03400964968
142	0.03400262955
143	0.03398718284
144	0.03397458601
145	0.0339589189
146	0.03394440709
147	0.03393435541
148	0.03392117867
149	0.03391389621
150	0.03389153298
151	0.0338856065
152	0.03387651579
153	0.0338634735
154	0.03385320007
155	0.03382382981
156	0.03379965219
157	0.03378916495
158	0.03377728162
159	0.03376889798
160	0.03374827708
161	0.03372224837
162	0.03369541697
163	0.03368298113
164	0.03367484611
165	0.03365420565
166	0.03361691138
167	0.03361112403
168	0.03360022991
169	0.03359222157
170	0.03358345575
171	0.0335635889
172	0.03354872823
173	0.03353110944
174	0.03352205186
175	0.03349750593
176	0.0334893168
177	0.03347982815
178	0.03347198926
179	0.03346415291
180	0.03345628047
181	0.03344841613
182	0.03344008408
183	0.03343274905
184	0.03342536186
185	0.03341992108
186	0.03339551902
187	0.03337344882
188	0.03336425419
189	0.03335791819
190	0.03334792391
191	0.03332669829
192	0.03330401534
193	0.03329477263
194	0.03328194728
195	0.03327709483
196	0.03327127835
197	0.03326488542
198	0.03325689965
199	0.03325009825
200	0.03323040067
201	0.03320475643
202	0.03318765112
203	0.03317191166
204	0.03315031872
205	0.0331427861
206	0.03312178716
207	0.03310331811
208	0.03308395195
209	0.03307189376
210	0.03306665486
211	0.03305735733
212	0.033212	0.033213	0.033213	0.033214	0.033214	0.033215	0.033215	0.03301618072
216	0.03299853825
217	0.03298650132
218	0.03297029779
219	0.03296611056
220	0.03295443841
221	0.03295153661
222	0.03293888966
223	0.03293103126
224	0.03292442628
225	0.03291672403
226	0.0329002295
227	0.03289741817
228	0.03289397666
229	0.03288669385
230	0.03288424979
231	0.03287058351
232	0.03286133779
233	0.03283836459
234	0.03282003866
235	0.03281577098
236	0.03279911521
237	0.03279316296
238	0.03278882082
239	0.0327821351
240	0.03276813369
241	0.03275180465
242	0.03274198285
243	0.0327309506
244	0.03272841227
245	0.03272628696
246	0.03272198542
247	0.03271646621
248	0.03270471947
249	0.03270065459
250	0.03268903488
251	0.03267818056
252	0.03267094986
253	0.03265895526
254	0.03264129072
255	0.03263156323
256	0.03261904805
257	0.03261278676
258	0.03259857217
259	0.03258841504
260	0.03258218261261	0.032572301262262	0.032566111263263	0.032552190264264	0.032541147265265	0.032534623266	0.03259409233
267	0.03258233345
268	0.03256646713
269	0.03256158334
270	0.03254901315
271	0.03254686205
272	0.0325335996
273	0.03253080024
274	0.03252711781
275	0.03251382262
276	0.03250357009
277	0.03249394473
278	0.03248997735
279	0.03247577658
280	0.03246691401
281	0.0324591593
282	0.03245562983
283	0.03245305052
284	0.03244376253
285	0.03243933328
286	0.03243337994
287	0.03243141532
288	0.03242619319
289	0.03241877508
290	0.03240609038
291	0.0323990953
292	0.0323958526
293	0.03238130261
294	0.03237197783
295	0.03236209942
296	0.03235802136
297	0.0323499372
298	0.0323466557
299	0.03234194173
300	0.03233274918
301	0.03232439067
302	0.03231353988
303	0.03230245928
304	0.03229509261
305	0.03229010706
306	0.0322818785
307	0.03227583452
308	0.03227387526
309	0.03226540621
310	0.03226058011
311	0.03225573428
312	0.03224881698
313	0.032242918
314	0.03223825678
315	0.03223169833
316	0.03222801009
317	0.03222041244
318	0.03220855697
319	0.03220332834
320	0.03219701353
321	0.0321913751
322	0.03218838717
323	0.03218017924
324	0.03217473625
325	0.03217000616
326	0.03216057481
327	0.03215347789
328	0.03214362466
329	0.03214094194
330	0.03213597525
331	0.03213170926
332	0.03212710157
333	0.03212555342
334	0.03211442819
335	0.0321099924
336	0.0321064672
337	0.03210495441
338	0.03209643344
339	0.03208657697
340	0.03207577334
341	0.03206312913
342	0.03205595803
343	0.03204681873
344	0.03203802505
345	0.03203608326
346	0.03202924952
347	0.0320273722
348	0.03201531839
349	0.03201190538
350	0.0320060849
351	0.03199804738
352	0.03199340996
353	0.03198792665
354	0.03198585403
355	0.03198291661
356	0.03197774723
357	0.03197503002
358	0.03196589811
359	0.03196074408
360	0.03194966393
361	0.03194520966
362	0.0319343232
363	0.03192232156
364	0.03191835993
365	0.03190632248
366	0.03190055584
367	0.03189042768
368	0.03188031667
369	0.03187792358
370	0.03187480106
371	0.03187352861
372	0.03186922232
373	0.03186802997
374	0.03186408686
375	0.03185964408
376	0.03185619878
377	0.03185506761
378	0.0318507575
379	0.03184850335
380	0.03184587379
381	0.03183989148
382	0.03182986576
383	0.03182346065
384	0.03182125821
385	0.03181738465
386	0.03180897465
387	0.03180686521
388	0.03180386393
389	0.03179912899
390	0.03179778065
391	0.03179081387
392	0.03178654029
393	0.03178253117
394	0.03177268424
395	0.03176703299
396	0.03175808161
397	0.0317483395
398	0.03174717416
399	0.03173721615
400	0.03173610741
401	0.03173398646
402	0.03172587271
403	0.03172386716
404	0.03171825475
405	0.03170975896
406	0.0317032565
407	0.03170142069
408	0.03169694743
409	0.03169167305
410	0.03168615403
411	0.03168248399
412	0.03167904254
413	0.03166865693
414	0.03166538969
415	0.03166293085
416	0.031654898
417	0.03165241905
418	0.0316494283
419	0.03164469918
420	0.03164186906
421	0.03163840267
422	0.03163083542
423	0.0316254404
424	0.03162060549
425	0.03161415913
426	0.03161149617
427	0.03160818812
428	0.03160644343
429	0.03159890502
430	0.03159185076
431	0.03158808854
432	0.03158268496
433	0.03157536184
434	0.03157224789
435	0.03156517722
436	0.03155905514
437	0.03155776138
438	0.03155629832
439	0.03155442842
440	0.03154903181
441	0.03154578252
442	0.03154274798
443	0.03154107766
444	0.03153806341
445	0.03153524499
446	0.03153070207
447	0.03152848953
448	0.03152711395
449	0.03152403154
450	0.03152137101
451	0.03151537891
452	0.03151056663
453	0.03150672661
454	0.03150439448
455	0.03149664675
456	0.03149118478
457	0.03148583362
458	0.03148322758
459	0.03148058777
460	0.03147815391
461	0.03147519156
462	0.031473719
463	0.03146891621
464	0.0314627298
465	0.03146046726
466	0.03145303314
467	0.03145154224
468	0.03144864195
469	0.03144267663
470	0.03144112224
471	0.03144026526
472	0.03143473902
473	0.03143230202
474	0.03143076748
475	0.0314285826
476	0.0314263035
477	0.03141965597
478	0.03141519996
479	0.03141308965
480	0.03140685826
481	0.0314054321
482	0.0313991569
483	0.03139506873
484	0.03139350148
485	0.03139019106
486	0.03138789387
487	0.03138573311
488	0.0313842611
489	0.03138151844
490	0.03137831593
491	0.03136925483
492	0.03136695412
493	0.03136010177
494	0.03135455509
495	0.03135020452
496	0.03134408525
497	0.03134190892
498	0.03133983193
499	0.03133844287
500	0.03133578822
501	0.03133382845
502	0.03133087204
503	0.03132756027
504	0.03131890589
505	0.03131686874
506	0.0313112909
507	0.03130445473
508	0.03130302022
509	0.03130024186
510	0.03129564365
511	0.03129426484
512	0.03129290214
513	0.03129153283
514	0.03128573425
515	0.03127766931
516	0.03127093361
517	0.03126900683
518	0.03126504932
519	0.03125850416
520	0.03125666908
521	0.03124841129
522	0.03124478537
523	0.03124167064
524	0.03124033378
525	0.03123649501
526	0.03122815699
527	0.03122634031
528	0.03122502557
529	0.03122326892
530	0.03122048362
531	0.03121615017
532	0.03121318952
533	0.03120562393
534	0.03119773622
535	0.03118978989
536	0.03118847514
537	0.03118720446
538	0.03118551106
539	0.0311819461
540	0.03117867658
541	0.03117746477
542	0.03117586542
543	0.03117305552
544	0.0311717859
545	0.03116894464
546	0.03116271414
547	0.03115558805
548	0.03115398393
549	0.03114644142
550	0.03114412833
551	0.03114266167
552	0.03114141941
553	0.03113871242
554	0.0311370565
555	0.03113373079
556	0.03113255834
557	0.03112667209
558	0.03112401271
559	0.03111994786
560	0.03111836008
561	0.03111165711
562	0.03110841855
563	0.03110751961
564	0.03110035701
565	0.0310989826
566	0.03109661501
567	0.03109529327
568	0.03108763309
569	0.03108651574
570	0.03108499916
571	0.03107852801
572	0.03107594413
573	0.03107342605
574	0.03107085677
575	0.03106501688
576	0.03106381748
577	0.03106074379
578	0.03105442704
579	0.03104711423
580	0.03104604786
581	0.03104473354
582	0.03104181744
583	0.03103906416
584	0.0310379141
585	0.03103574011
586	0.03103269395
587	0.03103183226
588	0.03102516335
589	0.03102374829
590	0.03102180459
591	0.03101889303
592	0.03101334689
593	0.03100821141
594	0.0310068482
595	0.03100603239
596	0.03099489756
597	0.03098864563
598	0.03098601204
599	0.03098478868
600	0.03098379117
601	0.03098262387
602	0.0309772188
603	0.03097644441
604	0.03097368248
605	0.03096733273
